System Clock,Logical Clock,Action,Messages Remaining
21:09:28,1,5,0
21:09:28,2,0,0
21:09:29,3,6,0
21:09:29,4,4,0
21:09:29,5,10,0
21:09:29,6,8,0
21:09:30,7,4,0
21:09:30,8,9,0
21:09:30,13,0,0
21:09:30,14,3,0
21:09:31,15,4,0
21:09:31,16,10,0
21:09:31,17,3,0
21:09:31,18,7,0
21:09:32,22,0,0
21:09:32,23,1,0
21:09:32,24,0,0
21:09:32,25,2,0
21:09:33,27,0,0
21:09:33,29,0,0
21:09:33,31,0,0
21:09:33,32,7,0
21:09:34,33,5,0
21:09:34,35,0,0
21:09:34,36,0,0
21:09:34,37,6,0
21:09:35,39,0,0
21:09:35,40,5,0
21:09:35,41,10,0
21:09:35,42,0,0
21:09:36,45,0,0
21:09:36,47,0,0
21:09:36,49,0,0
21:09:36,50,10,0
21:09:37,51,10,0
21:09:37,52,10,0
21:09:37,53,3,0
21:09:37,54,1,0
21:09:38,55,5,0
21:09:38,56,6,0
21:09:38,57,6,0
21:09:38,58,6,0
21:09:39,59,2,0
21:09:39,60,6,0
21:09:39,66,0,0
21:09:39,67,1,0
21:09:40,68,3,1
21:09:40,69,0,0
21:09:40,72,0,1
21:09:40,73,0,0
21:09:41,74,6,0
21:09:41,75,6,0
21:09:41,76,4,0
21:09:41,77,1,0
21:09:42,80,0,0
21:09:42,81,3,0
21:09:42,82,9,0
21:09:42,83,3,0
21:09:43,84,7,0
21:09:43,85,9,0
21:09:43,86,0,0
21:09:43,87,9,0
21:09:44,88,1,0
21:09:44,89,7,0
21:09:44,90,7,0
21:09:44,91,4,0
21:09:45,99,0,0
21:09:45,100,1,0
21:09:45,101,2,0
21:09:45,102,7,0
21:09:46,103,4,0
21:09:46,104,3,1
21:09:46,108,0,0
21:09:46,109,4,0
21:09:47,110,5,0
21:09:47,111,9,0
21:09:47,112,6,0
21:09:47,113,3,0
21:09:48,116,0,0
21:09:48,117,10,0
21:09:48,120,0,0
21:09:48,121,0,0
21:09:49,122,4,0
21:09:49,123,10,0
21:09:49,124,1,0
21:09:49,125,1,0
21:09:50,126,3,0
21:09:50,127,3,1
21:09:50,132,0,0
21:09:50,134,0,0
21:09:51,135,0,0
21:09:51,137,0,0
21:09:51,139,0,0
21:09:51,140,9,0
21:09:52,141,1,0
21:09:52,142,4,0
21:09:52,143,7,0
21:09:52,144,2,0
21:09:53,145,3,0
21:09:53,146,6,0
21:09:53,147,2,0
21:09:53,148,2,0
21:09:54,149,5,0
21:09:54,155,0,0
21:09:54,156,7,0
21:09:54,157,3,0
21:09:55,158,4,0
21:09:55,161,0,0
21:09:55,162,6,0
21:09:55,164,0,0
21:09:56,165,2,0
21:09:56,166,1,0
21:09:56,167,10,0
21:09:56,168,0,0
21:09:57,169,8,0
21:09:57,170,7,0
21:09:57,171,0,1
21:09:57,175,0,1
21:09:58,176,0,0
21:09:58,177,0,0
21:09:58,178,9,0
21:09:58,179,0,0
21:09:59,180,6,0
21:09:59,181,3,0
21:09:59,182,10,0
21:09:59,183,9,0
21:10:00,184,2,0
21:10:00,185,1,0
21:10:00,186,6,0
21:10:00,194,0,0
21:10:01,195,2,1
21:10:01,196,0,0
21:10:01,197,8,0
21:10:01,198,4,0
21:10:02,202,0,0
21:10:02,203,0,0
21:10:02,204,0,0
21:10:02,205,1,0
21:10:03,206,2,0
21:10:03,209,0,0
