System Clock,Logical Clock,Action,Messages Remaining
20:12:36,1,2,0
20:12:36,2,3,0
20:12:36,3,0,1
20:12:37,4,0,0
20:12:37,6,0,0
20:12:37,7,4,0
20:12:37,8,1,0
20:12:38,9,3,0
20:12:38,12,0,0
20:12:38,14,0,0
20:12:38,15,0,0
20:12:39,17,0,0
20:12:39,19,0,0
20:12:39,20,2,0
20:12:39,21,0,1
20:12:40,22,0,1
20:12:40,23,0,1
20:12:40,25,0,0
20:12:40,27,0,0
20:12:41,28,3,1
20:12:41,30,0,0
20:12:41,31,4,0
20:12:41,33,0,1
20:12:42,34,0,0
20:12:42,37,0,0
20:12:42,38,0,0
20:12:42,40,0,0
20:12:43,41,1,0
20:12:43,43,0,0
20:12:43,44,0,0
20:12:43,45,0,1
20:12:44,46,0,1
20:12:44,47,0,2
20:12:44,48,0,1
20:12:44,49,0,4
20:12:45,51,0,3
20:12:45,52,0,3
20:12:45,53,0,2
20:12:45,54,0,2
20:12:46,55,0,1
20:12:46,57,0,2
20:12:46,60,0,2
20:12:46,61,0,2
20:12:47,62,0,1
20:12:47,63,0,0
20:12:47,68,0,0
20:12:47,69,0,0
20:12:48,70,3,0
20:12:48,72,0,1
20:12:48,73,0,0
20:12:48,75,0,0
20:12:49,77,0,0
20:12:49,79,0,0
20:12:49,80,1,0
20:12:49,81,0,1
20:12:50,82,0,2
20:12:50,83,0,2
20:12:50,84,0,1
20:12:50,85,0,1
20:12:51,88,0,1
20:12:51,89,0,0
20:12:51,90,2,0
20:12:51,93,0,0
20:12:52,95,0,1
20:12:52,96,0,1
20:12:52,97,0,0
20:12:52,99,0,0
20:12:53,101,0,0
20:12:53,102,3,0
20:12:53,103,3,0
20:12:53,104,1,0
20:12:54,105,3,0
20:12:54,108,0,0
20:12:54,110,0,0
20:12:54,111,0,0
20:12:55,112,2,0
20:12:55,115,0,0
20:12:55,116,2,0
20:12:55,117,0,0
20:12:56,119,0,0
20:12:56,120,0,1
20:12:56,121,0,0
20:12:56,124,0,0
20:12:57,125,3,0
20:12:57,126,0,0
20:12:57,127,2,0
20:12:57,129,0,2
20:12:58,130,0,2
20:12:58,131,0,2
20:12:58,132,0,1
