System Clock,Logical Clock,Action,Messages Remaining
20:12:36,1,1,0
20:12:36,2,0,0
20:12:36,3,2,1
20:12:36,4,0,1
20:12:36,5,0,0
20:12:37,6,0,0
20:12:37,7,0,1
20:12:37,8,0,0
20:12:37,9,4,0
20:12:37,10,1,1
20:12:37,11,0,0
20:12:38,12,2,0
20:12:38,13,0,0
20:12:38,14,2,0
20:12:38,15,3,0
20:12:38,16,0,0
20:12:38,17,1,0
20:12:39,18,4,0
20:12:39,19,1,1
20:12:39,20,0,0
20:12:39,21,3,0
20:12:39,22,0,0
20:12:39,23,2,0
20:12:40,24,1,0
20:12:40,25,2,0
20:12:40,26,4,0
20:12:40,27,4,1
20:12:40,28,0,0
20:12:40,29,0,0
20:12:41,30,0,0
20:12:41,31,0,1
20:12:41,32,0,0
20:12:41,33,0,1
20:12:41,34,0,0
20:12:41,35,1,0
20:12:42,36,4,0
20:12:42,37,4,0
20:12:42,38,3,1
20:12:42,39,0,0
20:12:42,40,1,0
20:12:42,41,1,0
20:12:43,42,4,0
20:12:43,43,3,0
20:12:43,44,2,0
20:12:43,45,4,0
20:12:43,46,4,0
20:12:43,47,0,0
20:12:44,48,0,0
20:12:44,49,1,0
20:12:44,50,0,0
20:12:44,51,2,0
20:12:44,52,3,1
20:12:44,53,0,0
20:12:45,54,4,0
20:12:45,55,1,0
20:12:45,56,0,0
20:12:45,57,3,0
20:12:45,58,1,0
20:12:45,59,4,0
20:12:46,60,1,0
20:12:46,61,2,0
20:12:46,62,4,0
20:12:46,63,2,0
20:12:46,64,1,1
20:12:46,65,0,0
20:12:47,66,1,1
20:12:47,67,0,0
20:12:47,68,2,0
20:12:47,69,2,0
20:12:47,70,0,0
20:12:47,71,0,0
20:12:48,72,2,0
20:12:48,73,0,1
20:12:48,74,0,0
20:12:48,75,2,0
20:12:48,76,0,0
20:12:48,77,0,0
20:12:49,78,0,0
20:12:49,79,4,0
20:12:49,80,0,1
20:12:49,81,0,0
20:12:49,82,2,0
20:12:49,83,2,0
20:12:50,84,1,0
20:12:50,85,3,0
20:12:50,86,1,0
20:12:50,87,4,0
20:12:50,88,1,0
20:12:50,89,3,0
20:12:51,90,1,0
20:12:51,91,1,0
20:12:51,92,1,0
20:12:51,93,3,0
20:12:51,94,0,0
20:12:51,95,3,0
20:12:52,96,0,0
20:12:52,97,3,0
20:12:52,98,1,0
20:12:52,99,3,0
20:12:52,100,4,0
20:12:52,101,4,0
20:12:53,102,1,1
20:12:53,103,0,0
20:12:53,104,0,0
20:12:53,105,1,2
20:12:53,106,0,1
20:12:53,107,0,0
20:12:54,108,2,1
20:12:54,109,0,0
20:12:54,110,4,0
20:12:54,111,2,0
20:12:54,112,4,0
20:12:54,113,0,0
20:12:55,114,0,0
20:12:55,115,0,1
20:12:55,116,0,0
20:12:55,117,0,0
20:12:55,118,0,1
20:12:55,119,0,0
20:12:56,120,3,1
20:12:56,121,0,0
20:12:56,122,1,0
20:12:56,123,1,0
20:12:56,124,3,0
20:12:56,125,4,0
20:12:57,126,1,1
20:12:57,127,0,0
20:12:57,128,4,0
20:12:57,129,2,0
20:12:57,130,0,1
20:12:57,131,0,0
20:12:58,132,3,0
20:12:58,133,1,0
20:12:58,134,1,0
20:12:58,135,4,0
20:12:58,136,4,0
20:12:58,137,0,0
20:12:59,138,0,0
20:12:59,139,1,0
20:12:59,140,2,0
20:12:59,141,2,0
