System Clock,Logical Clock,Action,Messages Remaining
21:11:20,1,10,0
21:11:20,2,2,0
21:11:21,3,10,0
21:11:21,4,10,0
21:11:21,5,3,2
21:11:21,6,0,1
21:11:21,7,0,0
21:11:22,8,5,0
21:11:22,9,5,0
21:11:22,10,9,0
21:11:22,11,3,0
21:11:22,12,7,0
21:11:23,13,7,0
21:11:23,14,9,0
21:11:23,15,10,0
21:11:23,16,7,0
21:11:23,17,9,0
21:11:24,18,5,0
21:11:24,19,3,0
21:11:24,20,3,0
21:11:24,21,9,0
21:11:24,22,4,0
21:11:25,23,6,0
21:11:25,24,2,0
21:11:25,25,6,0
21:11:25,26,2,0
21:11:25,27,7,0
21:11:26,28,2,0
21:11:26,29,8,0
21:11:26,30,9,0
21:11:26,31,8,0
21:11:26,32,8,0
21:11:27,33,1,0
21:11:27,34,7,0
21:11:27,35,1,0
21:11:27,36,0,0
21:11:27,37,10,0
21:11:28,38,0,0
21:11:28,39,2,0
21:11:28,40,6,0
21:11:28,41,8,0
21:11:28,42,8,0
21:11:29,43,1,0
21:11:29,44,9,0
21:11:29,45,4,0
21:11:29,46,0,0
21:11:29,47,5,0
21:11:30,48,2,0
21:11:30,49,7,0
21:11:30,50,5,0
21:11:30,51,7,0
21:11:30,52,3,0
21:11:31,53,3,0
21:11:31,54,2,0
21:11:31,55,1,0
21:11:31,56,4,0
21:11:31,57,9,0
21:11:32,58,3,0
21:11:32,59,9,0
21:11:32,60,1,0
21:11:32,61,1,0
21:11:32,62,6,0
21:11:33,63,6,0
21:11:33,64,10,0
21:11:33,65,8,0
21:11:33,66,0,0
21:11:33,67,6,0
21:11:34,68,1,0
21:11:34,69,4,0
21:11:34,70,10,0
21:11:34,71,4,0
21:11:34,72,3,0
21:11:35,73,6,0
21:11:35,74,4,0
21:11:35,75,6,0
21:11:35,76,6,0
21:11:35,77,2,0
21:11:36,78,2,0
21:11:36,79,9,0
21:11:36,80,1,0
21:11:36,81,5,0
21:11:36,82,3,0
21:11:37,83,1,0
21:11:37,84,2,0
21:11:37,85,5,0
21:11:37,86,8,0
21:11:37,87,10,0
21:11:38,88,4,0
21:11:38,89,2,0
21:11:38,90,4,0
21:11:38,91,1,0
21:11:38,92,9,0
21:11:39,93,1,0
21:11:39,94,4,0
21:11:39,95,2,0
21:11:39,96,0,0
21:11:39,97,2,0
21:11:40,98,10,0
21:11:40,99,7,0
21:11:40,100,9,0
21:11:40,101,3,0
21:11:40,102,8,0
21:11:41,103,10,0
21:11:41,104,7,0
21:11:41,105,7,0
21:11:41,106,2,0
21:11:41,107,10,0
21:11:42,108,7,0
21:11:42,109,4,0
21:11:42,110,9,0
21:11:42,111,8,0
21:11:42,112,5,0
21:11:43,113,5,0
21:11:43,114,2,0
21:11:43,115,3,0
21:11:43,116,9,0
21:11:43,117,6,0
21:11:44,118,9,0
21:11:44,119,6,0
21:11:44,120,4,0
21:11:44,121,5,0
21:11:44,122,4,0
21:11:45,123,2,0
21:11:45,124,1,0
21:11:45,125,1,0
21:11:45,126,2,0
21:11:45,127,10,0
21:11:46,128,9,0
21:11:46,129,6,0
21:11:46,130,7,0
21:11:46,131,8,0
21:11:46,132,1,0
21:11:47,133,10,0
21:11:47,134,7,0
21:11:47,135,5,0
21:11:47,136,2,0
21:11:47,137,4,0
21:11:48,138,6,0
21:11:48,139,10,0
21:11:48,140,3,0
21:11:48,141,0,0
21:11:48,142,1,0
21:11:49,143,8,0
21:11:49,144,7,0
21:11:49,145,9,0
21:11:49,146,0,0
21:11:49,147,6,0
21:11:50,148,1,0
21:11:50,149,8,0
21:11:50,150,4,0
21:11:50,151,1,0
21:11:50,152,8,0
21:11:51,153,2,0
21:11:51,154,10,0
21:11:51,155,1,0
21:11:51,156,10,0
21:11:51,157,4,0
21:11:52,158,6,0
21:11:52,159,4,0
21:11:52,160,5,0
21:11:52,161,5,0
21:11:52,162,3,0
21:11:53,163,7,0
21:11:53,164,2,0
21:11:53,165,4,0
21:11:53,166,4,0
21:11:53,167,8,0
21:11:54,168,8,0
21:11:54,169,9,0
21:11:54,170,2,0
21:11:54,171,5,0
21:11:54,172,6,0
21:11:55,173,6,0
21:11:55,174,5,0
21:11:55,175,8,0
21:11:55,176,0,0
21:11:55,177,4,0
21:11:56,178,0,0
21:11:56,179,5,0
21:11:56,180,5,0
21:11:56,181,0,0
21:11:56,182,2,0
21:11:57,183,4,0
21:11:57,184,7,0
21:11:57,185,3,0
21:11:57,186,10,0
21:11:57,187,7,0
21:11:58,188,6,0
21:11:58,189,7,0
21:11:58,190,4,0
21:11:58,191,0,0
21:11:58,192,9,0
21:11:59,193,1,0
21:11:59,194,5,0
21:11:59,195,7,0
21:11:59,196,0,0
21:11:59,197,7,0
21:12:00,198,3,0
21:12:00,199,8,0
21:12:00,200,1,0
21:12:00,201,10,0
21:12:00,202,9,0
21:12:01,203,5,0
21:12:01,204,6,0
21:12:01,205,2,0
21:12:01,206,8,0
21:12:01,207,4,0
21:12:02,208,2,0
21:12:02,209,4,0
21:12:02,210,2,0
21:12:02,211,7,0
21:12:02,212,10,0
21:12:03,213,8,0
21:12:03,214,2,0
21:12:03,215,2,0
21:12:03,216,9,0
21:12:03,217,7,0
21:12:04,218,3,0
21:12:04,219,5,0
21:12:04,220,5,0
21:12:04,221,7,0
21:12:04,222,10,0
21:12:05,223,0,0
21:12:05,224,3,0
21:12:05,225,9,0
21:12:05,226,10,0
21:12:05,227,9,0
21:12:06,228,6,0
21:12:06,229,4,0
21:12:06,230,3,0
