System Clock,Logical Clock,Action,Messages Remaining
21:17:16,1,5,0
21:17:16,2,0,0
21:17:16,3,5,0
21:17:16,4,0,0
21:17:17,5,5,0
21:17:17,6,0,0
21:17:17,7,4,0
21:17:17,8,6,0
21:17:17,9,0,0
21:17:17,10,0,0
21:17:18,11,5,0
21:17:18,12,8,0
21:17:18,13,4,0
21:17:18,14,3,0
21:17:18,15,6,0
21:17:18,16,6,0
21:17:19,17,7,0
21:17:19,18,7,0
21:17:19,19,4,0
21:17:19,20,1,0
21:17:19,21,7,0
21:17:19,22,3,0
21:17:20,23,2,0
21:17:20,24,3,0
21:17:20,25,7,0
21:17:20,26,10,0
21:17:20,27,5,0
21:17:20,28,2,0
21:17:21,29,0,0
21:17:21,30,6,0
21:17:21,31,6,0
21:17:21,32,1,0
21:17:21,33,1,0
21:17:21,34,2,0
21:17:22,35,0,0
21:17:22,36,8,0
21:17:22,37,0,0
21:17:22,38,10,0
21:17:22,39,9,0
21:17:22,40,8,0
21:17:23,41,10,0
21:17:23,42,1,0
21:17:23,43,4,0
21:17:23,44,8,0
21:17:23,45,0,0
21:17:23,46,5,0
21:17:24,47,2,0
21:17:24,48,0,0
21:17:24,49,4,0
21:17:24,50,2,0
21:17:24,51,1,0
21:17:24,52,2,0
21:17:25,53,0,0
21:17:25,54,7,0
21:17:25,55,3,0
21:17:25,56,0,0
21:17:25,57,7,0
21:17:25,58,7,0
21:17:26,59,7,0
21:17:26,60,4,0
21:17:26,61,0,0
21:17:26,62,2,0
21:17:26,63,0,0
21:17:26,64,4,0
21:17:27,65,5,0
21:17:27,66,6,0
21:17:27,67,4,0
21:17:27,68,10,0
21:17:27,69,3,0
21:17:27,70,0,0
21:17:28,71,10,0
21:17:28,72,1,0
21:17:28,73,0,0
21:17:28,74,7,0
21:17:28,75,8,0
21:17:28,76,10,0
21:17:29,77,10,0
21:17:29,78,1,0
21:17:29,79,8,0
21:17:29,80,9,0
21:17:29,81,7,0
21:17:29,82,0,0
21:17:30,83,1,0
21:17:30,84,7,0
21:17:30,85,9,0
21:17:30,86,1,0
