System Clock,Logical Clock,Action,Messages Remaining
21:11:20,2,0,0
21:11:21,3,3,0
21:11:21,5,0,0
21:11:22,6,9,0
21:11:22,11,0,0
21:11:23,12,4,0
21:11:23,13,4,0
21:11:24,19,0,0
21:11:24,20,0,0
21:11:25,24,0,0
21:11:25,26,0,0
21:11:26,28,0,0
21:11:26,29,1,0
21:11:27,30,3,0
21:11:27,31,2,0
21:11:28,39,0,0
21:11:28,40,1,0
21:11:29,41,2,0
21:11:29,42,6,0
21:11:30,48,0,0
21:11:30,52,0,0
21:11:31,53,0,1
21:11:31,54,0,0
21:11:32,58,0,0
21:11:32,59,7,0
21:11:33,60,3,0
21:11:33,61,1,0
21:11:34,62,9,0
21:11:34,72,0,0
21:11:35,73,10,0
21:11:35,77,0,0
21:11:36,78,0,0
21:11:36,82,0,0
21:11:37,84,0,0
21:11:37,85,5,0
21:11:38,89,0,0
21:11:38,90,10,0
21:11:39,91,3,0
21:11:39,95,0,1
21:11:40,97,0,0
21:11:40,101,0,0
21:11:41,102,10,0
21:11:41,106,0,0
21:11:42,107,8,0
21:11:42,108,6,0
21:11:43,114,0,0
21:11:43,115,0,0
21:11:44,116,10,0
21:11:44,117,4,0
21:11:45,123,0,0
21:11:45,126,0,0
21:11:46,127,1,0
21:11:46,128,5,0
21:11:47,129,8,0
21:11:47,136,0,0
21:11:48,137,2,0
21:11:48,140,0,0
21:11:49,141,3,0
21:11:49,142,10,0
21:11:50,143,9,0
21:11:50,144,9,0
21:11:51,153,0,0
21:11:51,154,8,0
21:11:52,155,6,0
21:11:52,162,0,0
21:11:53,164,0,0
21:11:53,165,4,0
21:11:54,166,7,0
21:11:54,170,0,0
21:11:55,171,3,0
21:11:55,172,3,0
21:11:56,173,3,0
21:11:56,182,0,0
21:11:57,183,8,0
21:11:57,185,0,0
21:11:58,186,2,0
21:11:58,187,5,0
21:11:59,188,3,0
21:11:59,189,6,0
21:12:00,198,0,0
21:12:00,199,4,0
21:12:01,200,7,0
21:12:01,205,0,0
21:12:02,208,0,0
21:12:02,210,0,0
21:12:03,214,0,0
21:12:03,215,0,0
21:12:04,218,0,0
21:12:04,219,2,0
21:12:05,224,0,0
21:12:05,225,10,0
21:12:06,226,1,0
21:12:06,230,0,0
21:12:07,233,0,1
21:12:07,234,0,1
21:12:08,236,0,0
21:12:08,240,0,1
21:12:09,241,0,1
21:12:09,243,0,0
21:12:10,244,4,0
21:12:10,245,10,0
21:12:11,254,0,0
21:12:11,255,0,0
21:12:12,256,6,0
21:12:12,257,7,0
21:12:13,258,4,0
21:12:13,267,0,0
21:12:14,268,5,0
21:12:14,269,7,0
21:12:15,270,10,0
21:12:15,275,0,2
21:12:16,276,0,1
21:12:16,277,0,0
21:12:17,278,2,0
21:12:17,285,0,1
21:12:18,287,0,2
21:12:18,288,0,3
21:12:19,289,0,3
21:12:19,290,0,2
21:12:20,291,0,2
21:12:20,294,0,1
21:12:21,299,0,0
21:12:21,300,9,0
21:12:22,308,0,0
21:12:22,309,5,0
21:12:23,314,0,0
21:12:23,315,3,0
21:12:24,316,4,0
21:12:24,317,6,0
21:12:25,318,10,0
21:12:25,319,2,0
21:12:26,320,5,0
21:12:26,332,0,0
21:12:27,333,0,0
21:12:27,336,0,0
21:12:28,338,0,0
21:12:28,339,10,0
21:12:29,343,0,1
21:12:29,344,0,0
21:12:30,345,10,0
21:12:30,346,10,0
21:12:31,347,10,0
21:12:31,348,8,0
21:12:32,349,10,0
21:12:32,362,0,0
21:12:33,363,6,0
21:12:33,366,0,0
21:12:34,367,9,0
21:12:34,372,0,0
21:12:35,373,5,0
21:12:35,374,8,0
21:12:36,379,0,0
21:12:36,380,0,2
21:12:37,381,0,2
21:12:37,382,0,3
21:12:38,384,0,2
21:12:38,385,0,2
21:12:39,387,0,1
21:12:39,391,0,0
21:12:40,392,4,0
21:12:40,401,0,1
21:12:41,402,0,0
21:12:41,407,0,0
21:12:42,408,4,0
21:12:42,409,10,0
21:12:43,410,7,0
21:12:43,417,0,0
21:12:44,418,1,0
21:12:44,421,0,0
21:12:45,422,1,0
21:12:45,423,8,0
21:12:46,424,9,0
21:12:46,425,2,0
21:12:47,434,0,0
21:12:47,435,4,0
21:12:48,436,5,0
21:12:48,440,0,0
21:12:49,441,6,0
21:12:49,445,0,0
21:12:50,449,0,0
